NO,Name,Status,Author,Year,Length,Weight,ESR,Area,Country,CountryName 1,CountryLongitude 1,CountryLatitude 1 ,CountryAltitude 1,CountryHeading 1,CountryTilt 1,CountryRange 1,CountryAltitudeMode 1,CountryName 2,CountryLongitude 2,CountryLatitude 2,CountryAltitude 2,CountryHeading 2,CountryTilt 2,CountryRange 2,CountryAltitudeMode 2,CountryName 3,CountryLongitude 3,CountryLatitude 3,CountryAltitude 3,CountryHeading 3,CountryTilt 3,CountryRange 3,CountryAltitudeMode 3,CountryName 4,CountryLongitude 4,CountryLatitude 4,CountryAltitude 4,CountryHeading 4,CountryTilt 4,CountryRange 4,CountryAltitudeMode 4,CountryName 5,CountryLongitude 5,CountryLatitude 5,CountryAltitude 5,CountryHeading 5,CountryTilt 5,CountryRange 5,CountryAltitudeMode 5,CountryName 6,CountryLongitude 6,CountryLatitude 6,CountryAltitude 6,CountryHeading 6,CountryTilt 6,CountryRange 6,CountryAltitudeMode 6,CountryName 7,CountryLongitude 7,CountryLatitude 7,CountryAltitude 7,CountryHeading 7,CountryTilt 7,CountryRange 7,CountryAltitudeMode 7,Region/Province/State/County,Formations,Name 1,Longitude 1,Latitude 1 ,Altitude 1,Heading 1,Tilt 1,Range 1,AltitudeMode 1,Name 2,Longitude 2,Latitude 2,Altitude 2,Heading 2,Tilt 2,Range 2,AltitudeMode 2,Name 3,Longitude 3,Latitude 3,Altitude 3,Heading 3,Tilt 3,Range 3,AltitudeMode 3,Name 4,Longitude 4,Latitude 4,Altitude 4,Heading 4,Tilt 4,Range 4,AltitudeMode 4,Name 5,Longitude 5,Latitude 5,Altitude 5,Heading 5,Tilt 5,Range 5,AltitudeMode 5,Name 6,Longitude 6,Latitude 6,Altitude 6,Heading 6,Tilt 6,Range 6,AltitudeMode 6,Name 7,Longitude 7,Latitude 7,Altitude 7,Heading 7,Tilt 7,Range 7,AltitudeMode 7,Name 8,Longitude 8,Latitude 8,Altitude 8,Heading 8,Tilt 8,Range 8,AltitudeMode 8,Name 9,Longitude 9,Latitude 9,Altitude 9,Heading 9,Tilt 9,Range 9,AltitudeMode 9,Name 10,Longitude 10,Latitude 10,Altitude 10,Heading 10,Tilt 10,Range 10,AltitudeMode 10,Name 11,Longitude 11,Latitude 11,Altitude 11,Heading 11,Tilt 11,Range 11,AltitudeMode 11,Name 12,Longitude 12,Latitude 12,Altitude 12,Heading 12,Tilt 12,Range 12,AltitudeMode 12,Name 13,Longitude 13,Latitude 13,Altitude 13,Heading 13,Tilt 13,Range 13,AltitudeMode 13,Time 1,Time 2,Clade 1,Clade 2,Clade 3,Clade 4,Clade 5,Clade 6,Clade 7,Clade 8,Clade 9,Clade 10,Clade 11,Clade 12,Clade 13,Clade 14,Clade 15,Clade 16,Clade 17,Clade 18,Clade 19,Clade 20,Material,Reference,Gen Info,Diet,Habitat,Link Audio
150,Manidens condorensis,valid,"Pol, Rauhut & Becerra",2011,"0,75 m","0,5 kg",3,South America,Argentina,Argentina,"-71,8643507","-34,8680283","1.685,0545519","9,0311496","8,9073784","11.033.475,1150632",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chubut,Cañadón Asfalto,Cañadón Asfalto,"-69,2001447","-43,4000113","568,6714177","-10,1310553","61,1138793","240,1208796",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Jurassic,Aalenian-Bathonian,Dinosauria,Ornithischia,Heterodontosauridae,Heterodontosaurinae,,,,,,,,,,,,,,,,,Partial disarticulated skull and skeleton. Referred isolated teeth.,"Sereno, P. (2012). ""Taxonomy, morphology, masticatory function and phylogeny of heterodontosaurid dinosaurs"".","Manidens condorensis was a small basal ornithischian from the Late Jurassic of Argentina. It was bipedal with a small skull, specialized teeth for grinding plants, and agile limbs for escaping predators. Likely lived in small groups and fed on low-growing vegetation such as ferns and cycads.",Herbivore,"Forested areas, plains",https://drive.google.com/file/d/1X17LZsaMeJk73Xob7oA1eNwTXLNKcBRL/view?usp=drive_link
151,Megalosaurus bucklandii,valid,Mantell,1827,"9,8 m","2,4 t","3,5",Europe,United Kingdom,United Kingdom,"-5,4282139","55,1022881","45,1485417","-15,6227355","6,3270023","2.554.337,5034103",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,England,"Taynton Limestone, Chipping Norton Limestone, Sharp's Hill, Great Oolite Group",Taynton Limestone,"-1,3192657","51,6816275","63,2444889","2,6849418","70,1718397","919,7990440",relativeToGround, Chipping Norton Limestone,"-1,5968165","52,0001838","106,8174171","74,9193813","67,7733907","700,0439269",relativeToGround,Sharp's Hill,"-1,4636020","51,8133972","114,8819156","5,1717962","52,3168110","264,1269159",relativeToGround,Great Oolite Group,"-2,2558524","51,7134984","211,0839799","17,1423309","63,2477534","468,3017726",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Jurassic,Bathonian,Dinosauria,Saurischia,Eusaurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Orionides,Megalosauroidea,Megalosauridae,Megalosaurinae,,,,,,,,,,Many individuals.,"BENSON, R. B. J. (2010). A description of Megalosaurus bucklandii (Dinosauria: Theropoda) from the Bathonian of the UK and the relationships of Middle Jurassic theropods.
Mortimer - Theropod database (online).","Megalosaurus bucklandii was a large, early-described theropod from the Middle Jurassic of England. It had a robust skull, serrated teeth, strong hind limbs, and likely preyed on medium to large herbivorous dinosaurs. Its fossils indicate it was one of the apex predators of its time.",Carnivore,"Forests, river valleys, open plains",https://drive.google.com/file/d/1Bi4Lai_08mdE6tiXhzy1dugCZynt2R1u/view?usp=drive_link
152,Alcovasaurus longispinus,valid,Galton & Carpenter,2016,"6,1 m","1,5 t","2,5",North America,USA,USA,"-106,1951385","39,4392637","-12.595,5345205","0,8682536","3,1287964","8.466.423,6667228",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wyoming,Morrison,Morrison,"-105,1876571","39,6510154","1.825,9928621","118,1724389","62,1412671","869,6715520",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Jurassic,Kimmeridgian-Tithonian,Dinosauria,Ornithischia,Genasauria,Thyreophora,Eurypoda,Stegosauria,Stegosauridae,Dacentrurinae,,,,,,,,,,,,,"Forty two vertebrae, sacrum, three anterior caudal centra, parts of both ilia and ischia, left pubis, right femur and dermal caudal spines. Referred large spike (uncertain)",Francisco Costa & OctÃvio Mateus (2019) Dacentrurine stegosaurs (Dinosauria): A new specimen of Miragaia longicollum from the Late Jurassic of Portugal resolves taxonomical validity and shows the occurrence of the clade in North America.,"Alcovasaurus longispinus was a stegosaur with unusually long shoulder spines and a moderately armored back. Its body was built for slow movement while browsing on ferns and cycads, and the elongated spines may have been used for defense or display.",Herbivore,"Plains, lightly forested areas",https://drive.google.com/file/d/1UjQZ1IXnJDTTGJ9yZevdwbHDposmpsjI/view?usp=drive_link
153,Allosaurus europaeus,valid,Mateus et al.,2006,8 m,"1,3 t","2,5",Europe,Portugal,Portugal,"-7,8635499","40,0398978","360,1228934","-0,7522419","1,0719295","1.429.243,6607033",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estremadura,Lourinhã,Lourinhã,"-9,3200557","39,2301271","39,0042741","31,2212889","62,4266781","252,6089470",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Jurassic,Kimmeridgian-Tithonian,Dinosauria,Saurischia,Eusaurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Orionides,Avetheropoda,Carnosauria,Allosauroidea,Allosauria,Allosauridae,,,,,,,,"Posterior skull, sclerotic ring, posterior mandible, fourth to sixth cervical vertebrae, fourth to sixth cervical ribs.","Mateus, Octávio; Walen, Aart; Antunes, Miguel Telles (2006). ""The large theropod fauna of the Lourinha Formation (Portugal) and its similarity to that of the Morrison Formation, with a description of a new species of Allosaurus"".","Allosaurus europaeus was a large theropod from the Late Jurassic of Europe. Similar to North American Allosaurus, it had powerful jaws, serrated teeth, strong forelimbs, and was likely an apex predator feeding on large sauropods and ornithischians.",Carnivore,"Forested areas, open plains",https://drive.google.com/file/d/1eTSQL9E98sM264KAk5AND0xlbuhMJvVk/view?usp=drive_link
154,Allosaurus fragilis,valid,Marsh,1877,"10,4 m","2,9 t",4,North America,USA,USA,"-106,1951385","39,4392637","-12.595,5345205","0,8682536","3,1287964","8.466.423,6667228",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colorado, Montana, New Mexico, Oklahoma, South Dakota, Utah, Wyoming",Morrison,Morrison,"-105,1876571","39,6510154","1.825,9928621","118,1724389","62,1412671","869,6715520",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Jurassic,Kimmeridgian-Tithonian,Dinosauria,Saurischia,Eusaurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Orionides,Avetheropoda,Carnosauria,Allosauroidea,Allosauria,Allosauridae,,,,,,,,Many skeletons also with skulls (juvenile and adult).,"Madsen, J.H.Jr. (1993) [1976]. Allosaurus fragilis: A Revised Osteology.
Paul, G.S. (1988). ""Genus Allosaurus"". Predatory Dinosaurs of the World.
Glut, Donald F. (1997). ""Allosaurus"". Dinosaurs: The Encyclopedia.","Allosaurus fragilis was one of the most famous Jurassic predators, with a large skull, sharp serrated teeth, strong arms, and muscular hind limbs. It could hunt large herbivorous dinosaurs either alone or possibly in packs, and occupied diverse habitats from plains to forests.",Carnivore,"Open plains, lightly forested areas",https://drive.google.com/file/d/1ASq7BH9E6a8Rejv5tTPyrdf_R6P9xK1v/view?usp=drive_link
155,Allosaurus jimmadseni,valid,Chure & Loewen,2020,"7,6 m","1,2 t",4,North America,USA,USA,"-106,1951385","39,4392637","-12.595,5345205","0,8682536","3,1287964","8.466.423,6667228",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Utah, Wyoming, Colorado, South Dakota",Morrison,Morrison,"-105,1876571","39,6510154","1.825,9928621","118,1724389","62,1412671","869,6715520",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Jurassic,Late Kimmeridgian,Dinosauria,Saurischia,Eusaurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Orionides,Avetheropoda,Carnosauria,Allosauroidea,Allosauria,Allosauridae,,,,,,,,At least several individuals (include almost complete skeletons and skulls).,"Chure, (2000). A new species of Allosaurus from the Morrison Formation of Dinosaur National Monument (Utah-Colorado) and a revision of the theropod family Allosauridae.
Chure DJ, Loewen MA. (2020). Cranial anatomy of Allosaurus jimmadseni, a new species from the lower part of the Morrison Formation (Upper Jurassic) of Western North America.","Allosaurus jimmadseni was a large theropod closely related to Allosaurus fragilis. It had a robust skull, serrated teeth, and strong forelimbs adapted for grasping prey. Likely one of the top predators of its ecosystem, it could hunt large herbivorous dinosaurs and may have scavenged as well. Evidence suggests it could have lived and hunted in small groups, using intelligence and speed to tackle prey.",Carnivore,"Forested areas, open plains",https://drive.google.com/file/d/1PcYMKphcwqcvuaQhWC2HcLWloszmNERw/view?usp=drive_link
156,Amanzia greppini,valid,Schwarz et al.,2020,10 m,"2,5 t",3,Europe,Switzerland,Switzerland,"7,3931595","47,6180926","370,7375750","-13,9492891","15,3616773","930.825,5388477",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solothurn,Reuchenette,Reuchenette,"7,2398976","47,1660000","770,0114912","2,6327696","29,2702324","4.993,1283504",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Jurassic,Early Kimmeridgian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Sauropoda,Gravisauria,Eusauropoda,,,,,,,,,,At least four individuals.,"Schwarz et al. (2020). Re-description of the sauropod dinosaur Amanzia (“Ornithopsis/Cetiosauriscus”) greppini n. gen. and other vertebrate remains from the Kimmeridgian (Late Jurassic) Reuchenette Formation of Moutier, Switzerland.","Amanzia greppini was a mid-sized sauropod with a long neck and massive body, living during the Late Jurassic in Europe. Its limbs were strong and columnar, supporting its heavy weight, and it likely browsed on conifers and other high vegetation. Its size offered protection from most predators, although juveniles were probably vulnerable.",Herbivore,"Floodplains, river valleys, light forests",https://drive.google.com/file/d/1jvpxSFY3-KeY3G7ywJNwnf48A87xN6wJ/view?usp=drive_link
158,Anchiornis huxleyi,valid,Xu X. et al.,2009,"0,62 m","1,1 kg",4,Asia,China,China,"91,9775972","41,4934298","1.199,8491739","359,8197205","0,0000000","10.341.207,3546696",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liaoning,Tiaojishan,Tiaojishan,"119,2008286","41,3002057","489,7783103","89,9728255","36,2806901","596,7742324",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Jurassic,Oxfordian,Dinosauria,Saurischia,Eusaurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Orionides,Avetheropoda,Coelurosauria,Tyrannoraptora,Maniraptoriformes,Maniraptora,Pennaraptora,Paraves,Anchiornithidae,,,,,At least more than 200 specimens.,"Xu, X; Zhao, Q.; Norell, M.; Sullivan, C.; Hone, D.; Erickson, G.; Wang, X.; Han, F. & Guo, Y. (2009). ""A new feathered maniraptoran dinosaur fossil that fills a morphological gap in avian origin"".","Anchiornis huxleyi was a tiny feathered theropod from the Late Jurassic of China. It had wings on both its arms and legs, a feathered tail, and a small, delicate skull. Likely used feathers for display, thermoregulation, or primitive gliding. It preyed on insects and small vertebrates and may have lived in dense forests.",Carnivore/Insectivore,Forested environments,https://drive.google.com/file/d/1bPWxYWXq63Fwge2FgpU_1JJWn5GMI8iH/view?usp=drive_link
159,Aorun zhaoi,valid,Choiniere et al.,2013,"1,1 m","1,5 kg",3,Asia,China,China,"91,9775972","41,4934298","1.199,8491739","359,8197205","0,0000000","10.341.207,3546696",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xinjiang,Shishugou,Shishugou,"90,2007279","44,5004541","639,2544773","10,6884708","61,4586154","801,1121203",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Jurassic,Oxfordian,Dinosauria,Saurischia,Eusaurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Orionides,Avetheropoda,Coelurosauria,Possibly Tyrannoraptora,Possibly Maniraptoriformes,Possibly Maniraptora,,,,,,,,Partial skeleton with skull.,"Choiniere, Clark, Forster, Norell, Eberth, Erickson, Chu & Xu. (2014). A juvenile specimen of a new coelurosaur (Dinosauria: Theropoda) from the Middle–Late Jurassic Shishugou Formation of Xinjiang, People’s Republic of China.","Aorun zhaoi was a small, fast-running theropod from the Late Jurassic of China. It had a lightly built body, long hind limbs, and sharp teeth for catching small vertebrates. Its agility and speed made it an effective predator of lizards, early mammals, and small dinosaurs.",Carnivore,"Forested areas, open woodland",https://drive.google.com/file/d/1-enwPc0n_jtg9liTXVkjnHwN2D2t1dak/view?usp=drive_link
160,Apatosaurus ajax,valid,Marsh,1877,"22,7 m","19,5 t",3,North America,USA,USA,"-106,1951385","39,4392637","-12.595,5345205","0,8682536","3,1287964","8.466.423,6667228",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colorado,Morrison,Morrison,"-105,1876571","39,6510154","1.825,9928621","118,1724389","62,1412671","869,6715520",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Jurassic,Late Kimmeridgian-Early Tithonian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Sauropoda,Gravisauria,Eusauropoda,Neosauropoda,Diplodocoidea,Diplodocimorpha,Flagellicaudata,Diplodocidae,Apatosaurinae,,,,At least one partial skeleton with fragmentary skull. Referred other specimens (uncertain),"Tschopp, E., Mateus, O. & Benson, R.B.J. (2015) ""A specimen-level phylogenetic analysis and taxonomic revision of Diplodocidae (Dinosauria, Sauropoda)"".","Apatosaurus ajax was a giant sauropod with an extremely long neck and tail, heavy body, and column-like limbs. It fed on tall trees and shrubs, using its neck to reach high vegetation, and possibly for intraspecific display or combat. It moved slowly but could cover long distances in search of food.",Herbivore,"Floodplains, river valleys, lightly forested areas",https://drive.google.com/file/d/1Ow0pFpi-GGlNTV6NtZi9caasnxgtayi6/view?usp=drive_link
161,Apatosaurus louisae,valid,Holland,1915,"22,3 m",22 t,4,North America,USA,USA,"-106,1951385","39,4392637","-12.595,5345205","0,8682536","3,1287964","8.466.423,6667228",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Utah, Colorado",Morrison,Morrison,"-105,1876571","39,6510154","1.825,9928621","118,1724389","62,1412671","869,6715520",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Jurassic,Late Kimmeridgian-Early Tithonian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Sauropoda,Gravisauria,Eusauropoda,Neosauropoda,Diplodocoidea,Diplodocimorpha,Flagellicaudata,Diplodocidae,Apatosaurinae,,,,At least four specimens (one almost complete skeleton).,"Tschopp, E., Mateus, O. & Benson, R.B.J. (2015) ""A specimen-level phylogenetic analysis and taxonomic revision of Diplodocidae (Dinosauria, Sauropoda)"".","Apatosaurus louisae was one of the largest sauropods of the Late Jurassic. With a long neck, massive tail, and enormous body, it browsed on high vegetation, likely feeding on conifers, ferns, and cycads. Its robust body suggests it lived in herds for protection against predators like Allosaurus.",Herbivore,"Floodplains, river valleys",https://drive.google.com/file/d/1yPQ5ZRvIoyP95OuDBa1qT9Jy1-hlhYGE/view?usp=drive_link
162,Brachiosaurus altithorax,valid,Riggs,1903,26 m,48 t,3,North America,USA,USA,"-106,1951385","39,4392637","-12.595,5345205","0,8682536","3,1287964","8.466.423,6667228",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colorado, Utah, Oklahoma,
Wyoming",Morrison,Morrison,"-105,1876571","39,6510154","1.825,9928621","118,1724389","62,1412671","869,6715520",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Jurassic,Kimmeridgian-Tithonian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Sauropoda,Gravisauria,Eusauropoda,Neosauropoda,Macronaria,Titanosauriformes,Brachiosauridae,,,,,,"Partial skeleton, referred other specimens also skull material.","Taylor, M.P. (2009) ""A re-evaluation of Brachiosaurus altithorax Riggs 1903 (Dinosauria, Sauropoda) and its generic separation from Giraffatitan brancai (Janensch 1914)"" .
Mannion, P.D., Upchurch, P., Barnes, R.N. & Mateus, O. (2013) ""Osteology of the Late Jurassic Portuguese sauropod dinosaur Lusotitan atalaiensis (Macronaria) and the evolutionary history of basal titanosauriforms"".","Brachiosaurus altithorax was a colossal sauropod with extremely long forelimbs, giving it a giraffe-like posture. Its long neck allowed it to reach tall trees, feeding on high vegetation inaccessible to other herbivores. Fossils indicate it had a large body cavity for processing huge amounts of plant material.",Herbivore,"Floodplains, open forests",https://drive.google.com/file/d/1xFj5Fi1G7QYpmG6MOo8hz8VUJdkfAE6_/view?usp=drive_link
163,Brachytrachelopan mesai,valid,Rauhut et al.,2005,11 m,4-5 t,"2,5",South America,Argentina,Argentina,"-71,8643507","-34,8680283","1.685,0545519","9,0311496","8,9073784","11.033.475,1150632",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chubut,Cañadón Calcáreo,Cañadón Calcáreo,"-69,1005036","-43,1997224","747,1506727","-33,5615757","80,7380905","652,1496429",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Jurassic,Tithonian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Sauropoda,Gravisauria,Eusauropoda,Neosauropoda,Diplodocoidea,Diplodocimorpha,Flagellicaudata,Dicraeosauridae,,,,,"Partial skeleton (vertebrae, ribs, right ilium, and other fragments).","Rauhut O.W.M., Remes K., Fechner R., Cladera G., Puerta P. (2005) ""Discovery of a short-necked sauropod dinosaur from the Late Jurassic period of Patagonia"".","Brachytrachelopan mesai was a relatively short-necked sauropod, unlike most sauropods. Its neck was adapted for low browsing, feeding on ferns and shrubs. It had strong, compact limbs and likely lived in small herds or family groups to avoid predation.",Herbivore,"Semi-arid plains, open woodlands",https://drive.google.com/file/d/1bOZN4tQJIl73rlCdPPptbs1p2sPesfNW/view?usp=drive_link
164,Brontosaurus excelsus,valid,Marsh,1879,"20,5 m","17,5 t","3,5",North America,USA,USA,"-106,1951385","39,4392637","-12.595,5345205","0,8682536","3,1287964","8.466.423,6667228",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wyoming,Morrison,Morrison,"-105,1876571","39,6510154","1.825,9928621","118,1724389","62,1412671","869,6715520",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Jurassic,Late Kimmeridgian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Sauropoda,Gravisauria,Eusauropoda,Neosauropoda,Diplodocoidea,Diplodocimorpha,Flagellicaudata,Diplodocidae,Apatosaurinae,,,,"Majority of skeleton, referred partial skeleton.","Tschopp, E., Mateus, O. & Benson, R.B.J. (2015) ""A specimen-level phylogenetic analysis and taxonomic revision of Diplodocidae (Dinosauria, Sauropoda)"".","Brontosaurus excelsus was a massive long-necked sauropod with a whip-like tail and pillar-like limbs. It could browse a wide range of vegetation, from low shrubs to tall trees. Fossil evidence suggests it may have moved in herds and communicated using low-frequency sounds to coordinate group movement.",Herbivore,"River valleys, floodplains, forest edges",https://drive.google.com/file/d/1kmvF0ZejYULGbPh4zxuiqZ462ztpHK2P/view?usp=drive_link
165,Brontosaurus parvus,valid,"Tschopp, Mateus & Benson",2015,"18,7 m","16,5 t","3,5",North America,USA,USA,"-106,1951385","39,4392637","-12.595,5345205","0,8682536","3,1287964","8.466.423,6667228",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming, Utah",Morrison,Morrison,"-105,1876571","39,6510154","1.825,9928621","118,1724389","62,1412671","869,6715520",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Jurassic,Late Kimmeridgian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Sauropoda,Gravisauria,Eusauropoda,Neosauropoda,Diplodocoidea,Diplodocimorpha,Flagellicaudata,Diplodocidae,Apatosaurinae,,,,Two partial skeletons and probably one almost complete skeleton.,"Tschopp, E., Mateus, O. & Benson, R.B.J. (2015) ""A specimen-level phylogenetic analysis and taxonomic revision of Diplodocidae (Dinosauria, Sauropoda)"".","Brontosaurus parvus was a medium-sized species of Brontosaurus with a similar body plan to other members of the genus. It had a long neck and tail for feeding and defense, and its body was robust, suggesting slow but steady movement across plains in search of food.",Herbivore,"Floodplains, open woodlands",https://drive.google.com/file/d/12YrY5MBA9C1BRiZLl9WoZdgiuR3EjEmJ/view?usp=drive_link
166,Brontosaurus yahnahpin,valid,"Tschopp, Mateus & Benson",2015,18 m,15 t,3,North America,USA,USA,"-106,1951385","39,4392637","-12.595,5345205","0,8682536","3,1287964","8.466.423,6667228",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wyoming,Morrison,Morrison,"-105,1876571","39,6510154","1.825,9928621","118,1724389","62,1412671","869,6715520",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Jurassic,Kimmeridgian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Sauropoda,Gravisauria,Eusauropoda,Neosauropoda,Diplodocoidea,Diplodocimorpha,Flagellicaudata,Diplodocidae,Apatosaurinae,,,,Partial skeleton.,"Tschopp, E., Mateus, O. & Benson, R.B.J. (2015) ""A specimen-level phylogenetic analysis and taxonomic revision of Diplodocidae (Dinosauria, Sauropoda)"".","Brontosaurus yahnahpin was a Late Jurassic sauropod adapted for high browsing. Its long neck allowed it to reach tree canopies, while its massive tail could be used as a defensive weapon. Likely traveled in herds, providing safety in numbers.",Herbivore,"Forested floodplains, river valleys",https://drive.google.com/file/d/1H1Uzz54LjeqKQmA-1SRdiR1gMLWEQ0RD/view?usp=drive_link
